https://github.com/nowrep/obs-vkcapture,v1.5.1,auxiliary
https://github.com/StreamUPTips/obs-streamup,v1.6.0,essential
https://github.com/FiniteSingularity/obs-composite-blur,v1.1.0,essential
https://github.com/exeldro/obs-shaderfilter,2.3.2,essential
https://github.com/exeldro/obs-move-transition,3.1.1,essential
